ID SCORE
d8a283 49.93385363915971
e23429 51.37527031709073
d16938 51.25412785748033
c414db 54.738023275828326
72989c 67.20114037753063
23881a 66.76480433807556
d5af72 61.63047984523017
f78b64 66.6071150663527
3d1a1b 68.02642735357387
a937ac 59.86791833580077
c8f4f2 54.304093493460414
05c4e8 68.52493776057364
33f0ed 49.16276860309508
8a232e 45.72739014128042
3a0bc7 68.49076801571864
fa27e7 54.07843803652804
ac76e5 70.05177902230896
a92720 59.98203909431959
d021c6 57.142740878830274
85b5a4 41.19689395332435
57e6c2 62.35097321395154
a41c52 54.80121346836363
bd8baf 70.10222636183875
5d1b82 62.48226517779734
72a1f2 52.75910274975335
db0d7c 69.08609812417446
5f0244 64.00877993745513
306a89 69.97978783166104
676d05 55.21529344566774
bee0b6 52.819396499632866
27ab69 60.09971393121735
481562 50.03375317046314
61aae8 56.11143122345988
61851e 63.37434110132241
1f276d 58.89157397502849
db7a3d 68.9295975779458
a5c1e9 66.07355337349229
5fde25 46.73559087095125
a7e96b 57.469730642371154
0e616d 47.41702111543459
5551b9 57.133222417098146
369ba0 65.26384420331478
d4fb2f 77.57886106892065
f72622 60.912450421200724
6dfd08 50.230199274514504
426b99 51.954129288763795
6a28bf 48.87960855924408
5cbad5 77.69765994561554
ea7cac 64.93042854999157
babe12 74.80411580900814
697c59 53.88361875542276
a4a909 70.7187413967983
29defe 53.93504110513724
e9161b 67.55173763911043
2da37f 71.96607194209558
c1f4f9 60.92845216130475
3a5787 69.80491611757616
48a85d 54.616386306324486
ed8420 70.7994051449053
c87cd8 49.117950073215155
af6c82 53.70558683972006
10618c 65.90042441181596
abc215 72.5346085847066
8da7ed 55.925320277042985
36256b 51.17201530532952
48df3e 72.27930482508683
92e317 38.74524538403793
5721bb 53.767148326320815
89fc05 49.39433865029963
212d46 54.96451353324929
9b8405 62.2664167842042
73492c 70.97261897672604
adfb70 49.14340847498333
6f8c4f 59.718369789674604
b93dbc 72.67185445381001
fa3e98 51.185240150867344
40c89a 70.45877995956127
7c2800 70.06212880920754
8bc59e 70.62494758236079
03c7b1 54.348247093137736
15db7c 55.14084887776631
d6e16f 58.367601591883215
77ed22 65.41687150346361
b3d912 45.86827202329737
021875 61.02587486059043
3e8418 48.806773947770324
922f3b 81.34499600903266
dd2651 44.26158643881115
ce8c26 49.52011464761485
40881b 55.187761580980315
10cb70 56.03625214684674
83562c 56.892299144020406
1b57e4 69.33210527410172
147d30 46.916842001463536
0ad825 55.71286880289146
f2b9cd 73.37785554532131
b42c6f 55.5538318882652
712964 67.48159406473228
4ef721 61.263923141881136
ff875e 57.47245793072344
06e578 60.79368755271776
d0f6f8 60.18325512644842
29627a 55.437575769801995
88274f 62.50665333918854
9a2de0 80.38367399317903
72d50e 73.42141573090802
8c79a4 55.9390997065773
a2e22c 50.310422122147756
57b1d5 60.5213291715546
31370b 42.57040111842986
106dff 54.56338200167739
35677b 57.07808891201179
f81e1d 40.82855976781481
fac857 60.58943557919914
fed0c9 50.48972734492929
9b469c 68.87899074436997
312873 64.34778967633557
1b4fd8 61.78431454274413
6e460c 60.720628562421616
5d09b3 70.35120054883669
dbcc21 43.16182128425409
16ce22 48.99048104549877
bcd3db 48.45315974892998
e88a48 63.43884056138995
65ce58 62.762884541382995
7d3a4c 60.50900792284773
f74289 57.108548040661226
70e36a 57.93192650873184
e8b33d 65.98087471393353
0bd0a3 56.07232801872549
eb5e86 55.32729935860751
00ccd0 35.13594182485154
ab2829 58.48537640806507
58e47f 55.75653262463803
d50989 67.43028650805938
88491a 64.65321578387183
b82a51 54.10591694423285
2b901c 59.6585005794272
f82a25 75.99709718394695
1540bc 56.16161832620014
42b0d8 58.61260044706731
a1d28f 69.80393314969822
a5ebf9 76.6128722272237
edbac6 62.02608768369412
5a0a21 77.81097805980289
7beb92 67.54338545585557
5c6f8c 51.15400963164248
369120 69.94433744679364
971e04 61.209206773015396
64ad3c 57.01843854060312
a581a3 71.36573320751373
66eb94 54.36985234794449
a66065 62.47446734811484
a2ca0d 84.25047436019531
964436 41.47829701043037
f51398 57.218325325489
e7e7db 51.01326431595109
7333e1 79.6127403285279
a52214 64.72403079462478
cbb33a 49.98324701670886
94c632 69.361124957566
616dff 50.59977892712296
1b3cbc 50.858253164194345
e98b9c 67.45250647569314
cdafd7 55.23290562417193
8c70f4 52.73853995656296
b12f4b 54.31380807098857
414f15 56.109843862191845
1183b6 52.959870150124246
17b976 58.54090712134193
3c8afe 58.55579845966284
4e5c21 61.03554165322517
9d32ec 80.5271615896826
9d2c90 64.86511465366738
9fdf2b 66.39476528888778
b13fa7 62.45043817064161
15e96c 55.65435788064575
aca3b0 84.24138312657189
0f0278 52.893155939941366
3303c9 76.91691049393292
51666d 58.87129736258791
5522db 47.60601508573752
64de1a 72.78583168927318
6152be 46.22355490872927
45eb06 51.150148616736075
bd1420 76.27649621127384
47d83d 65.57090008545393
8c6679 57.193114706339095
163df0 41.30828979439308
817f4c 51.0481170959154
e80e8c 74.69086415454035
1e7f8d 75.82913891261687
be29a4 67.0845280861968
c3b23c 56.356892610979834
ba9d68 68.99721677724862
d95940 71.196202260213
44aea7 63.42677304603628
4a1eda 65.58221245275814
0ffbc8 47.54225317043771
ea95fd 63.1500769302467
4fa312 56.21878872815466
373ae5 71.47791724920641
37e2f3 59.83606076864465
d740b1 57.07774211507748
fb2b44 49.108319800092964
81191b 62.69808141242377
c75185 58.890471759284274
dc528e 46.07937185459467
9264ea 57.629218488593835
a0d8d4 59.57164662818423
648a14 60.58103737926674
b31929 60.738817634107086
665734 60.807323325293154
9c181d 55.653041672123905
eb6481 58.126548999739036
47b3b4 58.77616315353523
32dd72 66.70339913355431
8baf5b 63.26468121669831
d43170 52.621333580132166
d1efd8 83.36189881136569
b02af2 53.72719823653106
6fd0f1 56.060717087290655
132866 80.68658082632827
8fdfd8 62.4251803066322
930984 64.5632611325725
d8cf28 61.05900660925451
30a4cf 53.384024355062174
e90dbb 75.6249636957317
c21772 57.801916959591466
1484dd 66.2354606019759
b66a22 41.92669576979964
8b0b16 66.74631485352165
c77c23 65.84799155279711
bbd127 80.20518257531994
274772 52.89201293394734
29bd9c 71.37273315212026
77cdb8 69.19168619166106
643a46 51.88109728132602
027828 34.93392002016591
b8bece 62.33687957510752
42a5f4 59.44665069852421
a6cf36 49.83703350750674
e4b1f4 72.51903966634941
e444bb 53.59169394438425
fa0c71 76.33303536629967
bf99db 60.55006478265393
c54537 55.636295365122
b5e837 55.24302473804328
8bbbf5 76.7860023087089
354797 45.34276568542786
38f83b 52.10768664256746
0be56a 57.96367555858867
de9686 60.11720685690195
585ca3 44.816696952122285
5967fe 72.6498859257988
a5fb17 63.03798901467847
81bd9d 63.324683573808734
81517c 56.125321364497765
afe2ce 56.38250963907482
40cdc5 58.07302442524791
a4ce94 67.04760166950088
ef936b 42.50432660621705
93b8b6 59.670023491729125
93075f 54.43033128592577
97425f 53.87221456050295
8a7851 30.871568219634646
9b6801 35.19391993480362
1bf338 56.78903579448918
93d2dd 72.78028652026252
fdf005 41.45908278061758
1c54d3 74.34369475482796
cac306 57.82312570398713
cf4095 73.15106235433511
d53a5f 68.06818545538647
70157e 57.34183254403013
263b48 45.114000429381576
2daf56 76.18232916351961
ce4c3a 60.1297133615785
18fc58 60.97257891838712
34c951 52.89631150086112
f3b465 73.09644097397879
c5f422 61.47801758208618
dd111b 55.92721492238833
caa966 54.874080790819804
3fd029 54.48129423822036
7d285b 69.64967547705461
03e47e 60.39696770384861
7b838e 63.032396739610085
001848 62.050044737356885
6083ae 46.50252216209417
ae7287 70.65761066787103
8f6099 54.303098940897414
0edea1 60.76562248849712
24bf86 65.6830485234773
ed4cd9 53.52362918677615
84d85c 70.53380529226925
7c1230 54.549099318174356
f5bc78 58.2813353487611
59e023 46.58757479764981
e005d8 58.84133193987341
06b3a3 58.45064480556919
30008b 76.62594557839748
e4efdb 67.20485949597266
2830e2 56.04850501271822
6336c4 54.69218300103002
288af9 57.908786749469684
6ed278 59.146593769455244
7bc21f 35.05129097633626
9da8be 65.32418738448314
7d8dfc 67.63265932873085
b6761b 48.36938545260079
b7aadc 57.4256747920614
e3a8b3 46.81412579966319
12b45b 72.71515077022897
5e3471 58.512932408855946
b915d6 60.75215369233624
24be82 66.9841749844528
755f4c 61.00558124596829
ed7775 57.59013329394831
5c7ad9 49.65845166902265
aa9141 59.46841765833131
036d6a 72.09431732553548
0ef613 49.58723602095297
d7c7a5 59.9134890935794
8a61ad 68.5013386754458
7a5ddc 49.46980731686869
112d68 68.59370124585472
76cbbf 51.45542198455405
f0a687 42.00901715117355
4152d8 51.91136100360362
4b4809 70.4136595721923
d626b3 62.941700112382854
d98a8f 63.499571061136166
eb2ff3 61.46191930105829
e4764e 60.595360571204694
73d23d 73.75674074093142
3bacd1 56.73708808540592
34d24b 62.37421157865534
c9696c 53.3302017001936
56a60b 58.44481245553545
9ae08e 57.00639062920036
e4782d 77.15356001663852
3a6cec 57.95466727831302
bbe11a 75.48726667916536
93d1c8 51.822535820074805
2732b7 63.34563084926505
5b3145 61.839996325757355
8ddbbc 70.47425769886028
8c14c4 70.78851400051448
0fe3fd 45.76702199778865
48c290 61.48478424556739
f93c0b 47.61964679773727
a3bd91 73.87461679149874
a08e95 49.49390331689314
6ef29e 67.88135222463964
7e3ffb 65.2602453041413
1ca964 61.822977632036945
60e4ff 59.63148864624537
48fbb6 56.05690351717253
aa2e7b 65.21834259450945
47d095 72.49583204808042
f43f7d 49.70273411899296
d70109 54.96539089175117
fdddcb 62.69408111000992
0302e0 36.42557098177328
86d5b6 58.853671147478025
c6891a 66.09729553283886
03fcd1 64.69990971599022
076dab 60.319866530884575
931f50 64.93676166384894
0141ca 52.16863117937329
8a5e3b 70.29011377433464
b43f26 57.46863101791311
332726 63.592021912236014
61ef82 68.9754733009141
b3c6f3 62.03194786498531
41e3dc 58.71520299611144
e6bbfc 67.21348674858471
23718e 51.90922881329231
df788c 72.60758443352428
c3aa2d 60.25429724241928
642d73 61.51299771201823
2f3f4d 49.04291244886259
27d976 70.03741641106738
3084e8 68.66838120080851
c68948 64.7990017309532
4f81a0 75.11491095647632
776262 57.44705873947103
ffe7f5 72.65635347305273
74095e 54.78074923076922
5674e1 70.4541778726959
8b35e4 53.608590849545955
6fcdbd 66.5878774222874
cd438b 70.37122035861906
00f6b2 69.24159607378564
f34fbf 66.89241924138415
c0d4fa 54.30111560575416
991045 49.88294980758271
642805 56.271673145536695
68b202 66.88235827925158
b72259 64.77059167447965
c689dd 61.513567631140354
bc5f56 55.080260120257904
b1c843 71.77639343129775
9445cc 41.71323308839258
c5e9fa 84.57174089539241
17d760 84.68716120585162
21dfc9 57.866285184051236
13ca88 69.99612815724744
7f9403 68.42374053478116
b7eab5 65.63390680564136
862f40 43.950138708868906
d8409b 55.07644545787795
8b2175 60.53859466165003
c91603 43.21305312884356
51c5a9 55.39548631047945
c7b232 59.01608307611705
c1e877 66.95510795696964
117a37 68.94200098224997
e78a9d 68.06831477484681
95bc9b 56.95443348296581
34f367 50.948534349123946
eb6dae 57.04297721736514
fd2cda 62.486830383863314
69ce2a 52.54228728682868
601d93 74.59559034015614
3f8659 54.70155291275031
ddeff3 62.20880818068373
92d75a 55.199325525882266
99652e 63.505333131673105
03566d 62.215999122227196
2e1622 64.9324958084472
9e5f57 64.36512975833526
e43086 46.693911416805015
e98ce3 66.98082341326992
1006e2 68.6710699165572
64d20e 77.06680744946541
a5b5ef 57.03407826888044
4eff4a 74.40032097786586
9e6551 49.98851054658328
520452 53.67411340719591
2a8a7c 42.442423479094685
59f3a1 39.73583733882486
8307c4 66.46805782186176
4a53d3 59.36840251676231
9eacd0 62.26744398912847
9d5610 71.89775488650167
fdceb1 68.51943562116796
d4ae22 59.40121553850717
145b88 43.10883204920131
792c5b 68.55126196746652
e544a9 57.04855989479815
cda6ac 58.31744294816786
a572ad 31.330039910856907
764df9 59.31150709639848
1b8e86 58.72347737807066
caabf9 73.46779349197392
87cf24 67.15727661605554
0e74a0 66.58849157949781
ebf6c7 60.0117736531011
7b2723 48.50613490294698
b3bf7a 59.96344989644877
f814c6 57.24591855292996
a3c779 46.02540400947216
3b3b81 64.86950157445514
898f1b 51.0772443191743
07b000 65.34354650741831
0854c0 53.179407103544015
d6dbd0 66.36710631394529
93c274 48.258186360779064
151fc4 64.50350778577508
53fd86 62.46719959161676
4ecfad 53.84038211472468
a66372 42.65298291567727
6209c2 60.29412717991497
63fca8 62.19274108973257
969fa0 53.3089255680899
7ed29f 47.11529575235219
7cf7e2 64.67021222282355
c565ac 74.77630988493897
d5d366 57.371029613139584
d7a8ca 71.62192364010915
19df5f 58.946983919313496
cbe20a 56.66939526910522
e1ff76 44.5612338684536
3caf40 59.01859557911404
b367d7 61.56871525328126
384b39 52.88941649163314
b4cb04 59.31250290316601
06290a 54.776170313468704
4d8438 50.890646491331
7e85df 58.6782976225115
3c1c68 56.37574120737054
41cf51 71.34919327566394
9cb95e 66.85611588432336
2bcca9 56.35399504828154
60b96d 65.71258358891225
f7afde 81.56740807750003
247f52 44.943404050904874
c183b0 54.92315168093417
6bc7ef 37.12403498233218
2b7024 69.41976488739562
907728 62.18303267864062
aeae4f 52.68207326063426
7297cb 76.82627189406038
0a61f5 61.810171333814445
65c01e 67.08747369423442
23ba7b 51.50341643099168
266497 58.656110460094496
81513b 49.82345346350157
e39d91 59.59724429648566
bb8a17 56.31569698119092
effce4 68.0987433439758
ed9753 70.777437373924
4c98c6 66.3106925801379
9011dc 61.58619348985848
7bb412 55.99833002014392
7151e3 52.68921537903263
ee3b25 75.6749769968206
df4b28 50.50794993371967
6b9fa4 73.84222543599085
